tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2005-306,St. Poelten,Clay,32,A,20050516,6,104597,,,Nicolas Almagro,R,183,ESP,19.7344284736,78,501,103333,,,Ivo Karlovic,R,208,CRO,26.212183436,79,500,7-6(2) 7-6(3),3,R32,80,2,2,80,58,45,15,12,6,7,17,1,67,44,37,14,12,0,1
2005-306,St. Poelten,Clay,32,A,20050516,7,103812,,,Victor Hanescu,R,198,ROU,23.819301848,82,480,103401,,,Jan Hernych,R,190,CZE,25.8590006845,66,580,4-6 6-1 6-3,3,R32,114,3,2,77,51,34,17,13,3,5,1,1,96,55,32,22,13,10,15
2005-306,St. Poelten,Clay,32,A,20050516,8,102306,,Q,Michael Kohlmann,R,188,GER,31.3429158111,287,125,102720,8,,Tomas Zib,R,178,CZE,29.2895277207,61,631,2-6 7-6(7) 6-4,3,R32,126,6,7,123,83,53,16,15,11,17,5,0,103,66,40,19,15,8,13
2005-306,St. Poelten,Clay,32,A,20050516,9,103808,7,,Potito Starace,R,188,ITA,23.8384668036,63,601,104259,,,Philipp Kohlschreiber,R,178,GER,21.582477755,74,538,6-3 7-6(2),3,R32,91,3,6,82,61,41,8,11,3,6,2,8,73,27,17,20,10,4,8
2005-306,St. Poelten,Clay,32,A,20050516,10,103176,,Q,David Sanchez,R,183,ESP,27.0718685832,129,337,104068,,,Robby Ginepri,R,183,USA,22.6064339493,72,550,3-6 7-6(5) 6-4,3,R32,134,4,5,117,78,48,18,15,7,13,0,2,93,60,41,13,16,4,10
2005-306,St. Poelten,Clay,32,A,20050516,11,104180,,,Gilles Muller,L,193,LUX,22.0205338809,70,559,103656,,,Albert Montanes,R,175,ESP,24.4681724846,106,410,6-2 RET,3,R32,35,3,1,17,10,10,6,4,0,0,0,3,24,13,5,5,4,0,2
2005-306,St. Poelten,Clay,32,A,20050516,12,103781,4,,Jurgen Melzer,L,183,AUT,23.9835728953,47,810,104021,,WC,Marco Mirnegg,R,180,AUT,22.893908282,306,114,6-3 6-1,3,R32,66,4,0,49,23,18,15,8,4,5,0,4,57,28,17,9,8,10,15
2005-306,St. Poelten,Clay,32,A,20050516,13,103632,6,,Luis Horna,R,180,PER,24.6680355921,60,639,104230,,WC,Daniel Koellerer,R,180,AUT,21.7467488022,216,186,4-6 6-2 6-4,3,R32,159,8,3,101,63,44,20,14,7,8,0,1,96,76,47,13,14,5,8
2005-306,St. Poelten,Clay,32,A,20050516,14,104198,,,Guillermo Garcia Lopez,R,188,ESP,21.9493497604,75,531,103444,,,Jean Rene Lisnard,R,173,MON,25.6399726215,102,419,6-3 7-5,3,R32,100,1,2,66,46,34,8,11,2,4,3,4,86,47,31,16,10,9,13
2005-306,St. Poelten,Clay,32,A,20050516,15,102106,,,Davide Sanguinetti,R,188,ITA,32.7227926078,65,583,103181,,,Jiri Vanek,R,185,CZE,27.06091718,81,491,6-4 6-2,3,R32,58,9,5,44,26,22,10,9,0,1,1,3,61,36,23,8,9,8,12
2005-306,St. Poelten,Clay,32,A,20050516,16,103294,,,Christophe Rochus,R,170,BEL,26.417522245,48,801,103387,2,,Paradorn Srichaphan,R,185,THA,25.9219712526,36,945,6-1 6-3,3,R32,56,2,0,48,27,19,11,8,1,3,4,3,46,27,11,4,8,6,12
2005-306,St. Poelten,Clay,32,A,20050516,17,103786,1,,Nikolay Davydenko,R,178,RUS,23.9534565366,13,1505,102854,,,Sjeng Schalken,R,193,NED,28.6844626968,92,450,6-3 6-1,3,R16,74,5,4,53,28,23,15,8,7,7,0,1,51,34,19,7,8,4,8
2005-306,St. Poelten,Clay,32,A,20050516,18,102456,,WC,Felix Mantilla,R,180,ESP,30.6447638604,89,458,103264,5,,Mariano Puerta,L,180,ARG,26.6557152635,39,919,7-6(2) 4-6 7-5,3,R16,157,11,8,131,69,55,32,17,8,9,13,3,110,68,53,23,17,4,5
2005-306,St. Poelten,Clay,32,A,20050516,19,104076,,,Jose Acasuso,R,190,ARG,22.5708418891,69,561,104597,,,Nicolas Almagro,R,183,ESP,19.7344284736,78,501,6-4 6-4,3,R16,86,2,2,61,36,30,14,10,4,4,0,2,70,52,34,8,10,5,7
2005-306,St. Poelten,Clay,32,A,20050516,20,102306,,Q,Michael Kohlmann,R,188,GER,31.3429158111,287,125,103812,,,Victor Hanescu,R,198,ROU,23.819301848,82,480,6-3 2-6 7-6(2),3,R16,107,7,2,87,58,40,15,14,1,5,7,0,96,60,45,14,15,5,9
2005-306,St. Poelten,Clay,32,A,20050516,21,103176,,Q,David Sanchez,R,183,ESP,27.0718685832,129,337,103808,7,,Potito Starace,R,188,ITA,23.8384668036,63,601,6-4 6-4,3,R16,77,3,1,66,39,27,17,10,4,5,3,1,56,38,27,7,10,2,5
2005-306,St. Poelten,Clay,32,A,20050516,22,103781,4,,Jurgen Melzer,L,183,AUT,23.9835728953,47,810,104180,,,Gilles Muller,L,193,LUX,22.0205338809,70,559,6-2 6-7(5) 7-5,3,R16,147,4,4,99,62,47,18,16,5,7,10,10,117,68,50,15,16,7,12
2005-306,St. Poelten,Clay,32,A,20050516,23,104198,,,Guillermo Garcia Lopez,R,188,ESP,21.9493497604,75,531,103632,6,,Luis Horna,R,180,PER,24.6680355921,60,639,6-1 6-4,3,R16,82,0,3,71,48,30,13,9,8,10,3,3,55,35,18,6,8,7,12
2005-306,St. Poelten,Clay,32,A,20050516,24,103294,,,Christophe Rochus,R,170,BEL,26.417522245,48,801,102106,,,Davide Sanguinetti,R,188,ITA,32.7227926078,65,583,6-3 6-3,3,R16,61,0,3,48,26,17,15,9,2,4,3,0,58,37,21,6,9,3,8
2005-306,St. Poelten,Clay,32,A,20050516,25,103786,1,,Nikolay Davydenko,R,178,RUS,23.9534565366,13,1505,102456,,WC,Felix Mantilla,R,180,ESP,30.6447638604,89,458,6-3 7-5,3,QF,93,6,5,60,30,25,10,10,1,4,0,4,74,54,30,6,11,5,11
2005-306,St. Poelten,Clay,32,A,20050516,26,104076,,,Jose Acasuso,R,190,ARG,22.5708418891,69,561,102306,,Q,Michael Kohlmann,R,188,GER,31.3429158111,287,125,6-2 7-6(5),3,QF,82,5,2,67,38,31,17,10,2,2,1,2,67,33,23,18,10,1,3
2005-306,St. Poelten,Clay,32,A,20050516,27,103781,4,,Jurgen Melzer,L,183,AUT,23.9835728953,47,810,103176,,Q,David Sanchez,R,183,ESP,27.0718685832,129,337,5-7 6-4 6-4,3,QF,127,3,5,111,63,38,24,16,9,14,3,3,85,49,27,22,16,3,9
2005-306,St. Poelten,Clay,32,A,20050516,28,103294,,,Christophe Rochus,R,170,BEL,26.417522245,48,801,104198,,,Guillermo Garcia Lopez,R,188,ESP,21.9493497604,75,531,6-3 6-4,3,QF,75,0,2,63,39,29,13,10,1,2,1,5,62,51,31,4,9,3,6
2005-306,St. Poelten,Clay,32,A,20050516,29,103786,1,,Nikolay Davydenko,R,178,RUS,23.9534565366,13,1505,104076,,,Jose Acasuso,R,190,ARG,22.5708418891,69,561,6-4 6-2,3,SF,80,6,2,51,29,21,15,9,1,2,4,3,68,35,23,13,9,8,12
2005-306,St. Poelten,Clay,32,A,20050516,30,103781,4,,Jurgen Melzer,L,183,AUT,23.9835728953,47,810,103294,,,Christophe Rochus,R,170,BEL,26.417522245,48,801,6-4 6-3,3,SF,71,3,1,53,32,21,12,10,1,4,0,0,57,33,17,12,9,4,9
2005-306,St. Poelten,Clay,32,A,20050516,31,103786,1,,Nikolay Davydenko,R,178,RUS,23.9534565366,13,1505,103781,4,,Jurgen Melzer,L,183,AUT,23.9835728953,47,810,6-3 2-6 6-4,3,F,135,2,4,80,58,38,8,13,8,12,0,5,110,61,39,20,14,10,15
2005-301,Auckland,Hard,32,A,20050110,1,103909,1,,Guillermo Coria,R,175,ARG,22.9924709103,6,2400,102854,,,Sjeng Schalken,R,193,NED,28.3394934976,60,635,6-0 6-3,3,R32,72,1,6,55,31,24,11,8,4,5,0,1,43,34,15,3,7,2,7
2005-301,Auckland,Hard,32,A,20050110,2,102642,,,Cyril Saulnier,R,190,FRA,29.4045174538,55,729,104180,,,Gilles Muller,L,193,LUX,21.6755646817,67,580,6-4 6-4,3,R32,68,7,2,61,39,31,13,10,4,4,4,2,63,41,27,12,10,2,4
2005-301,Auckland,Hard,32,A,20050110,3,103487,,Q,Federico Luzzi,R,188,ITA,25.0212183436,224,181,104338,,,Juan Monaco,R,185,ARG,20.7857631759,82,478,6-4 6-4,3,R32,73,6,4,60,31,25,13,10,4,6,1,3,58,40,22,9,10,3,7
2005-301,Auckland,Hard,32,A,20050110,4,103694,,,Olivier Rochus,R,168,BEL,23.9780971937,58,645,103632,8,,Luis Horna,R,180,PER,24.3230663929,39,925,6-3 6-1,3,R32,64,1,1,46,25,22,12,8,2,2,5,0,47,33,20,5,8,2,6
2005-301,Auckland,Hard,32,A,20050110,5,103103,3,,Dominik Hrbaty,R,183,SVK,27.0171115674,20,1261,104745,,,Rafael Nadal,L,185,ESP,18.6064339493,50,795,6-3 RET,3,R32,60,1,3,34,17,10,9,5,8,10,1,1,54,38,18,7,4,9,12
2005-301,Auckland,Hard,32,A,20050110,6,104076,,,Jose Acasuso,R,190,ARG,22.2258726899,66,581,103898,,,Julien Benneteau,R,185,FRA,23.0581793292,64,598,6-1 3-6 6-4,3,R32,127,5,3,75,28,21,28,13,4,7,2,3,88,56,39,11,13,3,8
2005-301,Auckland,Hard,32,A,20050110,7,103252,,,Alberto Martin,R,175,ESP,26.392881588,69,573,104259,,Q,Philipp Kohlschreiber,R,178,GER,21.2375085558,88,458,6-4 7-5,3,R32,111,0,3,91,53,37,20,11,9,10,2,5,74,38,26,18,11,11,14
2005-301,Auckland,Hard,32,A,20050110,8,103401,,Q,Jan Hernych,R,190,CZE,25.5140314853,78,484,103507,7,,Juan Carlos Ferrero,R,183,ESP,24.9117043121,32,955,6-7(1) 6-1 6-3,3,R32,113,4,3,86,54,40,15,14,4,7,5,5,95,52,35,17,14,4,11
2005-301,Auckland,Hard,32,A,20050110,9,103602,5,,Fernando Gonzalez,R,183,CHI,24.4517453799,23,1235,103484,,WC,James Blake,R,185,USA,25.0376454483,96,440,7-6(4) 6-1,3,R32,76,5,3,71,38,29,20,10,5,6,1,2,54,30,20,12,9,1,4
2005-301,Auckland,Hard,32,A,20050110,10,103151,,,Mariano Zabaleta,R,183,ARG,26.8665297741,54,735,104711,,WC,G Jones,R,183,NZL,18.7789185489,,,6-0 6-2,3,R32,48,3,3,36,20,18,7,7,0,1,0,5,39,24,7,7,7,3,9
2005-301,Auckland,Hard,32,A,20050110,11,104068,,,Robby Ginepri,R,183,USA,22.2614647502,62,625,102860,,,Agustin Calleri,R,183,ARG,28.3230663929,65,590,2-6 6-4 6-3,3,R32,91,3,2,82,55,41,9,14,3,6,6,4,79,35,28,19,13,1,4
2005-301,Auckland,Hard,32,A,20050110,12,102434,4,,Vincent Spadea,R,183,USA,30.4804928131,19,1285,103176,,,David Sanchez,R,183,ESP,26.726899384,72,528,6-0 6-0,3,R32,45,1,1,33,16,13,12,6,0,0,0,2,34,22,9,0,6,4,10
2005-301,Auckland,Hard,32,A,20050110,13,103428,6,,Juan Ignacio Chela,R,190,ARG,25.3661875428,26,1170,104198,,,Guillermo Garcia Lopez,R,188,ESP,21.6043805613,108,412,6-2 6-2,3,R32,73,0,0,46,32,24,9,8,0,0,2,2,64,39,20,12,8,9,13
2005-301,Auckland,Hard,32,A,20050110,14,103672,,,Ricardo Mello,L,175,BRA,24.0547570157,61,632,102035,,,Jonas Bjorkman,R,183,SWE,32.8021902806,71,530,6-4 6-1,3,R32,63,5,2,51,36,24,8,9,2,4,2,2,50,21,11,12,8,1,6
2005-301,Auckland,Hard,32,A,20050110,15,103808,,,Potito Starace,R,188,ITA,23.4934976044,73,526,103066,,WC,Mark Nielsen,R,185,NZL,27.2580424367,617,29,6-4 6-4,3,R32,77,5,1,59,50,34,7,10,3,4,4,5,61,42,30,6,10,4,7
2005-301,Auckland,Hard,32,A,20050110,16,103171,,Q,Raemon Sluiter,R,185,NED,26.7460643395,79,482,103990,2,,Tommy Robredo,R,180,ESP,22.6967830253,13,1430,4-6 6-4 6-4,3,R32,111,12,6,94,48,35,24,15,8,11,4,2,87,48,35,17,15,2,6
2005-301,Auckland,Hard,32,A,20050110,17,103909,1,,Guillermo Coria,R,175,ARG,22.9924709103,6,2400,102642,,,Cyril Saulnier,R,190,FRA,29.4045174538,55,729,6-3 4-6 7-6(3),3,R16,147,6,5,113,68,44,20,15,10,14,8,1,107,54,38,21,16,8,13
2005-301,Auckland,Hard,32,A,20050110,18,103694,,,Olivier Rochus,R,168,BEL,23.9780971937,58,645,103487,,Q,Federico Luzzi,R,188,ITA,25.0212183436,224,181,6-2 6-3,3,R16,65,0,2,53,28,26,13,9,1,1,3,4,46,24,15,8,8,1,4
2005-301,Auckland,Hard,32,A,20050110,19,104076,,,Jose Acasuso,R,190,ARG,22.2258726899,66,581,103103,3,,Dominik Hrbaty,R,183,SVK,27.0171115674,20,1261,7-6(5) 6-3,3,R16,82,10,3,70,33,24,24,11,0,0,5,5,61,36,29,14,10,1,2
2005-301,Auckland,Hard,32,A,20050110,20,103401,,Q,Jan Hernych,R,190,CZE,25.5140314853,78,484,103252,,,Alberto Martin,R,175,ESP,26.392881588,69,573,6-4 6-2,3,R16,74,3,2,45,28,22,11,9,0,1,3,2,68,41,23,14,9,6,10
2005-301,Auckland,Hard,32,A,20050110,21,103602,5,,Fernando Gonzalez,R,183,CHI,24.4517453799,23,1235,103151,,,Mariano Zabaleta,R,183,ARG,26.8665297741,54,735,6-3 6-4,3,R16,73,8,2,68,41,32,14,10,5,5,4,0,51,31,23,9,9,1,3
2005-301,Auckland,Hard,32,A,20050110,22,104068,,,Robby Ginepri,R,183,USA,22.2614647502,62,625,102434,4,,Vincent Spadea,R,183,USA,30.4804928131,19,1285,7-5 6-3,3,R16,85,4,1,55,35,26,9,10,2,5,2,3,94,42,27,20,11,12,18
2005-301,Auckland,Hard,32,A,20050110,23,103428,6,,Juan Ignacio Chela,R,190,ARG,25.3661875428,26,1170,103672,,,Ricardo Mello,L,175,BRA,24.0547570157,61,632,6-2 6-1,3,R16,55,2,3,43,31,25,7,7,3,3,2,3,48,28,14,7,8,7,12
2005-301,Auckland,Hard,32,A,20050110,24,103808,,,Potito Starace,R,188,ITA,23.4934976044,73,526,103171,,Q,Raemon Sluiter,R,185,NED,26.7460643395,79,482,6-4 6-2,3,R16,61,1,0,56,47,33,5,9,3,4,2,5,49,24,15,12,9,2,6
2005-301,Auckland,Hard,32,A,20050110,25,103694,,,Olivier Rochus,R,168,BEL,23.9780971937,58,645,103909,1,,Guillermo Coria,R,175,ARG,22.9924709103,6,2400,6-4 6-4,3,QF,91,1,1,61,38,27,15,10,1,2,2,4,71,44,26,15,10,8,11
2005-301,Auckland,Hard,32,A,20050110,26,103401,,Q,Jan Hernych,R,190,CZE,25.5140314853,78,484,104076,,,Jose Acasuso,R,190,ARG,22.2258726899,66,581,6-4 7-5,3,QF,71,5,1,64,46,37,10,11,5,5,4,5,63,35,26,15,11,2,4
2005-301,Auckland,Hard,32,A,20050110,27,103602,5,,Fernando Gonzalez,R,183,CHI,24.4517453799,23,1235,104068,,,Robby Ginepri,R,183,USA,22.2614647502,62,625,6-3 6-4,3,QF,65,7,3,68,43,35,12,10,6,6,4,1,54,38,26,8,9,5,7
2005-301,Auckland,Hard,32,A,20050110,28,103428,6,,Juan Ignacio Chela,R,190,ARG,25.3661875428,26,1170,103808,,,Potito Starace,R,188,ITA,23.4934976044,73,526,6-1 7-6(5),3,QF,75,7,2,56,37,29,12,9,0,0,3,5,72,48,28,12,10,4,7
2005-301,Auckland,Hard,32,A,20050110,29,103694,,,Olivier Rochus,R,168,BEL,23.9780971937,58,645,103401,,Q,Jan Hernych,R,190,CZE,25.5140314853,78,484,6-3 6-1,3,SF,57,1,1,41,26,20,11,8,2,3,0,1,48,27,16,6,8,4,9
2005-301,Auckland,Hard,32,A,20050110,30,103602,5,,Fernando Gonzalez,R,183,CHI,24.4517453799,23,1235,103428,6,,Juan Ignacio Chela,R,190,ARG,25.3661875428,26,1170,6-4 6-2,3,SF,68,2,2,49,34,26,6,9,0,2,0,0,61,38,17,12,9,3,8
2005-301,Auckland,Hard,32,A,20050110,31,103602,5,,Fernando Gonzalez,R,183,CHI,24.4517453799,23,1235,103694,,,Olivier Rochus,R,168,BEL,23.9780971937,58,645,6-4 6-2,3,F,70,6,0,48,34,27,10,9,2,2,0,1,64,43,28,7,9,9,12
2005-475,Sopot,Clay,32,A,20050801,1,103813,,,Jarkko Nieminen,L,185,FIN,24.0246406571,54,659,103264,1,,Mariano Puerta,L,180,ARG,26.8665297741,11,1652,6-4 7-6(1),3,R32,104,4,2,69,43,31,16,11,3,4,3,0,81,61,37,10,11,6,8
2005-475,Sopot,Clay,32,A,20050801,2,104597,,,Nicolas Almagro,R,183,ESP,19.9452429843,83,482,102287,,Q,Albert Portas,R,188,ESP,31.7097878166,132,327,7-6(2) 3-6 6-4,3,R32,146,13,3,123,70,50,22,15,8,12,9,4,119,67,49,23,16,9,13
2005-475,Sopot,Clay,32,A,20050801,3,104252,,,Florian Mayer,R,190,GER,21.8234086242,95,434,103151,,,Mariano Zabaleta,R,183,ARG,27.4223134839,71,545,6-4 4-6 6-1,3,R32,97,9,1,77,54,40,13,14,1,3,2,2,81,52,30,17,13,4,8
2005-475,Sopot,Clay,32,A,20050801,4,103835,5,,Filippo Volandri,R,183,ITA,23.9041752225,33,996,103997,,WC,Lukasz Kubot,R,190,POL,23.2114989733,186,221,6-3 6-1,3,R32,71,1,0,51,40,31,6,8,2,2,0,1,53,44,21,5,8,1,5
2005-475,Sopot,Clay,32,A,20050801,5,103909,3,,Guillermo Coria,R,175,ARG,23.5482546201,9,1670,102856,,WC,Gustavo Kuerten,R,190,BRA,28.8898015058,288,120,6-3 4-0 RET,3,R32,45,2,1,33,22,16,6,6,1,2,0,3,38,26,11,4,7,3,8
2005-475,Sopot,Clay,32,A,20050801,6,102456,,,Felix Mantilla,R,180,ESP,30.855578371,87,468,103690,,Q,Marcin Matkowski,R,188,POL,24.5420944559,,,6-0 6-7(2) 6-1,3,R32,115,3,0,86,63,38,11,13,6,10,5,8,92,37,23,18,12,7,16
2005-475,Sopot,Clay,32,A,20050801,7,103009,,,Razvan Sabau,R,185,ROU,28.1204654346,81,492,103169,,,Oscar Hernandez,R,180,ESP,27.3100616016,80,506,2-6 6-1 6-4,3,R32,110,0,3,68,50,37,9,13,1,3,6,6,77,37,27,18,12,4,7
2005-475,Sopot,Clay,32,A,20050801,8,104214,7,,Igor Andreev,R,185,RUS,22.0506502396,50,704,104198,,,Guillermo Garcia Lopez,R,188,ESP,22.160164271,90,464,6-2 6-7(4) 6-2,3,R32,133,2,4,99,64,38,19,14,3,7,0,5,88,55,31,13,14,5,13
2005-475,Sopot,Clay,32,A,20050801,9,104076,6,,Jose Acasuso,R,190,ARG,22.7816563997,45,778,103181,,,Jiri Vanek,R,185,CZE,27.2717316906,82,483,7-5 4-6 7-5,3,R32,138,9,2,87,54,42,17,17,1,5,5,3,116,75,50,15,17,6,11
2005-475,Sopot,Clay,32,A,20050801,10,104360,,WC,Adam Chadaj,L,178,POL,21.2511978097,230,168,103035,,,Alessio Di Mauro,L,185,ITA,27.9780971937,118,376,6-3 5-7 6-1,3,R32,121,1,5,89,53,37,16,14,6,9,6,2,79,50,30,13,14,6,12
2005-475,Sopot,Clay,32,A,20050801,11,103808,,,Potito Starace,R,188,ITA,24.0492813142,121,370,102905,,,Stefan Koubek,L,175,AUT,28.5776865161,86,468,6-4 6-2,3,R32,73,1,2,60,54,37,2,9,3,4,0,1,64,43,23,9,9,4,8
2005-475,Sopot,Clay,32,A,20050801,12,102845,4,,Carlos Moya,R,190,ESP,28.9281314168,29,1175,103586,,Q,Mariusz Fyrstenberg,L,193,POL,25.0650239562,1469,1,6-7(5) 6-3 7-5,3,R32,147,10,3,112,77,57,18,17,6,9,4,6,119,77,48,22,16,9,14
2005-475,Sopot,Clay,32,A,20050801,13,103812,8,,Victor Hanescu,R,198,ROU,24.0301163587,49,720,103656,,,Albert Montanes,R,175,ESP,24.6789869952,84,469,7-6(3) 5-7 6-3,3,R32,119,12,0,95,70,52,18,16,8,9,4,3,109,58,41,29,17,7,9
2005-475,Sopot,Clay,32,A,20050801,14,102610,,,Albert Costa,R,180,ESP,30.1026694045,103,400,104259,,,Philipp Kohlschreiber,R,178,GER,21.7932922656,76,518,7-5 6-3,3,R32,84,1,2,59,41,29,9,11,0,2,1,1,61,41,24,12,10,2,6
2005-475,Sopot,Clay,32,A,20050801,15,104338,,,Juan Monaco,R,185,ARG,21.3415468857,68,556,103820,,LL,Alan Mackin,R,183,GBR,23.9726214921,234,160,6-3 6-1,3,R32,79,5,0,41,24,19,12,8,1,2,0,4,67,37,21,11,8,10,15
2005-475,Sopot,Clay,32,A,20050801,16,104792,,,Gael Monfils,R,193,FRA,18.9158110883,65,585,102548,,Q,Juan Antonio Marin,R,175,CRC,30.417522245,166,248,6-0 6-4,3,R32,85,1,3,53,26,15,11,8,3,6,0,0,53,17,7,13,8,4,11
2005-475,Sopot,Clay,32,A,20050801,17,103813,,,Jarkko Nieminen,L,185,FIN,24.0246406571,54,659,104597,,,Nicolas Almagro,R,183,ESP,19.9452429843,83,482,3-6 6-4 7-6(6),3,R16,118,2,1,87,57,42,15,15,2,5,9,4,103,54,39,26,16,5,8
2005-475,Sopot,Clay,32,A,20050801,18,104252,,,Florian Mayer,R,190,GER,21.8234086242,95,434,103835,5,,Filippo Volandri,R,183,ITA,23.9041752225,33,996,6-3 7-5,3,R16,71,2,1,60,34,24,13,11,0,3,0,1,62,48,24,8,10,5,10
2005-475,Sopot,Clay,32,A,20050801,19,103909,3,,Guillermo Coria,R,175,ARG,23.5482546201,9,1670,102456,,,Felix Mantilla,R,180,ESP,30.855578371,87,468,3-6 6-3 6-3,3,R16,109,7,2,71,38,30,23,13,2,3,3,2,92,52,35,23,14,6,9
2005-475,Sopot,Clay,32,A,20050801,20,104214,7,,Igor Andreev,R,185,RUS,22.0506502396,50,704,103009,,,Razvan Sabau,R,185,ROU,28.1204654346,81,492,6-3 5-1 RET,3,R16,59,3,0,43,28,22,10,7,3,3,2,3,52,28,15,10,8,4,8
2005-475,Sopot,Clay,32,A,20050801,21,104076,6,,Jose Acasuso,R,190,ARG,22.7816563997,45,778,104360,,WC,Adam Chadaj,L,178,POL,21.2511978097,230,168,6-3 6-4,3,R16,85,6,2,69,39,26,16,10,2,4,2,4,67,47,26,9,9,3,7
2005-475,Sopot,Clay,32,A,20050801,22,103808,,,Potito Starace,R,188,ITA,24.0492813142,121,370,102845,4,,Carlos Moya,R,190,ESP,28.9281314168,29,1175,2-6 7-6(0) 7-5,3,R16,126,1,0,101,73,51,13,16,6,10,9,2,99,67,45,17,16,4,7
2005-475,Sopot,Clay,32,A,20050801,23,103812,8,,Victor Hanescu,R,198,ROU,24.0301163587,49,720,102610,,,Albert Costa,R,180,ESP,30.1026694045,103,400,6-3 6-4,3,R16,89,4,0,55,39,29,10,10,1,2,3,1,64,42,24,12,9,5,8
2005-475,Sopot,Clay,32,A,20050801,24,104792,,,Gael Monfils,R,193,FRA,18.9158110883,65,585,104338,,,Juan Monaco,R,185,ARG,21.3415468857,68,556,6-4 7-6(5),3,R16,119,6,2,76,39,30,17,11,2,5,2,1,90,60,35,15,11,5,9
2005-475,Sopot,Clay,32,A,20050801,25,104252,,,Florian Mayer,R,190,GER,21.8234086242,95,434,103813,,,Jarkko Nieminen,L,185,FIN,24.0246406571,54,659,6-2 6-2,3,QF,52,1,1,46,27,21,12,8,0,0,0,2,54,41,22,7,8,4,8
2005-475,Sopot,Clay,32,A,20050801,26,103909,3,,Guillermo Coria,R,175,ARG,23.5482546201,9,1670,104214,7,,Igor Andreev,R,185,RUS,22.0506502396,50,704,6-4 7-6(5),3,QF,105,4,2,79,52,35,15,11,4,6,0,0,64,40,24,14,11,2,5
2005-475,Sopot,Clay,32,A,20050801,27,103808,,,Potito Starace,R,188,ITA,24.0492813142,121,370,104076,6,,Jose Acasuso,R,190,ARG,22.7816563997,45,778,4-6 6-4 6-4,3,QF,138,3,0,111,82,51,17,15,5,8,14,1,108,60,42,21,15,10,14
2005-475,Sopot,Clay,32,A,20050801,28,104792,,,Gael Monfils,R,193,FRA,18.9158110883,65,585,103812,8,,Victor Hanescu,R,198,ROU,24.0301163587,49,720,6-3 6-3,3,QF,73,1,2,49,28,21,9,9,3,6,0,0,56,40,20,5,9,3,9
2005-475,Sopot,Clay,32,A,20050801,29,104252,,,Florian Mayer,R,190,GER,21.8234086242,95,434,103909,3,,Guillermo Coria,R,175,ARG,23.5482546201,9,1670,6-4 5-7 6-3,3,SF,135,3,1,106,70,41,20,16,8,13,4,6,110,67,45,15,15,15,21
2005-475,Sopot,Clay,32,A,20050801,30,104792,,,Gael Monfils,R,193,FRA,18.9158110883,65,585,103808,,,Potito Starace,R,188,ITA,24.0492813142,121,370,3-6 7-5 6-4,3,SF,137,3,5,86,46,30,17,15,1,7,1,1,110,87,48,10,16,7,14
2005-475,Sopot,Clay,32,A,20050801,31,104792,,,Gael Monfils,R,193,FRA,18.9158110883,65,585,104252,,,Florian Mayer,R,190,GER,21.8234086242,95,434,7-6(6) 4-6 7-5,3,F,127,9,2,101,59,44,22,17,4,8,4,2,110,70,49,20,17,0,4
2005-573,Valencia,Clay,32,A,20050404,1,102610,,,Albert Costa,R,180,ESP,29.7768651608,57,680,103786,1,,Nikolay Davydenko,R,178,RUS,23.8384668036,15,1445,7-6(2) 1-6 6-3,3,R32,128,1,0,84,64,40,15,14,2,6,2,3,80,59,37,14,14,2,5
2005-573,Valencia,Clay,32,A,20050404,2,102905,,,Stefan Koubek,L,175,AUT,28.2518822724,75,513,104099,,WC,Israel Matos Gil,U,,ESP,22.3052703628,512,45,6-1 6-3,3,R32,71,3,1,60,37,23,18,8,5,5,1,1,59,41,25,6,8,4,8
2005-573,Valencia,Clay,32,A,20050404,3,103487,,Q,Federico Luzzi,R,188,ITA,25.2511978097,193,215,102374,,WC,Alex Corretja,R,180,ESP,30.9815195072,133,334,7-6(5) 7-6(8),3,R32,142,6,1,97,57,42,14,12,8,12,0,2,85,72,46,3,12,5,9
2005-573,Valencia,Clay,32,A,20050404,4,104269,6,,Fernando Verdasco,L,188,ESP,21.3853524983,45,840,103582,,Q,Michael Berrer,L,193,GER,24.758384668,242,161,6-1 6-1,3,R32,70,4,1,43,32,24,8,7,2,2,0,2,43,29,14,5,7,1,6
2005-573,Valencia,Clay,32,A,20050404,5,102856,,,Gustavo Kuerten,R,190,BRA,28.5639972621,88,450,103694,4,,Olivier Rochus,R,168,BEL,24.2080766598,40,921,6-2 6-4,3,R32,66,6,0,50,28,22,13,9,4,5,2,2,57,33,22,8,9,4,8
2005-573,Valencia,Clay,32,A,20050404,6,103252,,,Alberto Martin,R,175,ESP,26.6228610541,56,699,103656,,,Albert Montanes,R,175,ESP,24.3531827515,62,600,6-7(5) 6-4 6-2,3,R32,147,3,3,113,66,45,26,15,13,15,2,1,101,65,42,17,15,4,9
