tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2005-410,Monte Carlo Masters,Clay,64,M,20050411,38,103812,,Q,Victor Hanescu,R,198,ROU,23.7234770705,99,422,103285,15,,Radek Stepanek,R,185,CZE,26.3709787817,23,1205,6-3 2-6 6-0,3,R32,110,0,1,79,50,32,17,12,7,10,4,1,78,44,27,15,11,8,13
2005-410,Monte Carlo Masters,Clay,64,M,20050411,39,104745,11,,Rafael Nadal,L,185,ESP,18.855578371,17,1340,103598,,,Xavier Malisse,R,185,BEL,24.7282683094,38,933,6-0 6-3,3,R32,62,0,0,43,28,22,12,8,1,1,1,2,36,20,11,6,7,0,4
2005-410,Monte Carlo Masters,Clay,64,M,20050411,40,103694,,,Olivier Rochus,R,168,BEL,24.2272416153,42,921,104607,,,Tomas Berdych,R,196,CZE,19.5646817248,50,796,7-6(4) 3-6 6-2,3,R32,130,1,7,86,43,30,26,14,5,8,6,4,103,57,38,22,15,5,9
2005-410,Monte Carlo Masters,Clay,64,M,20050411,41,103909,6,,Guillermo Coria,R,175,ARG,23.241615332,9,2045,103693,,Q,Thierry Ascione,R,188,FRA,24.2299794661,135,336,6-2 6-1,3,R32,64,2,2,40,26,20,7,7,0,1,1,0,56,37,17,6,8,2,8
2005-410,Monte Carlo Masters,Clay,64,M,20050411,42,103252,,,Alberto Martin,R,175,ESP,26.6420260096,57,720,103444,,WC,Jean Rene Lisnard,R,173,MON,25.5441478439,95,437,6-1 6-2,3,R32,82,2,6,63,27,25,15,8,2,2,0,5,62,23,12,18,7,9,13
2005-410,Monte Carlo Masters,Clay,64,M,20050411,43,103970,,,David Ferrer,R,175,ESP,23.0253251198,28,1125,104312,,Q,Andreas Seppi,R,190,ITA,21.1362080767,144,311,6-3 6-3,3,R32,80,1,1,49,34,23,9,9,4,6,1,5,73,37,22,13,9,5,10
2005-410,Monte Carlo Masters,Clay,64,M,20050411,44,103151,,,Mariano Zabaleta,R,183,ARG,27.1156741958,51,790,102148,,,Fabrice Santoro,R,178,FRA,32.3367556468,49,797,6-7(1) 6-3 6-4,3,R32,161,1,9,109,56,34,25,16,13,19,2,0,102,62,33,19,15,8,16
2005-410,Monte Carlo Masters,Clay,64,M,20050411,45,103264,,,Mariano Puerta,L,180,ARG,26.559890486,48,805,104252,,,Florian Mayer,R,190,GER,21.5167693361,46,845,6-2 6-1,3,R32,55,4,3,48,25,20,14,8,0,0,4,2,48,34,21,3,7,5,9
2005-410,Monte Carlo Masters,Clay,64,M,20050411,46,103835,,,Filippo Volandri,R,183,ITA,23.5975359343,37,940,103084,9,,Guillermo Canas,R,185,ARG,27.3757700205,13,1645,6-4 2-6 6-3,3,R32,129,0,1,87,59,39,11,13,2,6,4,6,95,55,35,18,14,9,14
2005-410,Monte Carlo Masters,Clay,64,M,20050411,47,103507,,WC,Juan Carlos Ferrero,R,183,ESP,25.1608487337,69,535,102562,16,,Jiri Novak,R,190,CZE,30.0561259411,24,1205,3-6 6-3 6-2,3,R32,104,1,0,81,53,37,17,13,2,3,5,1,82,58,39,10,13,3,6
2005-410,Monte Carlo Masters,Clay,64,M,20050411,48,103498,2,,Marat Safin,R,193,RUS,25.2046543463,4,3390,102642,,,Cyril Saulnier,R,190,FRA,29.6536618754,52,784,6-3 6-1,3,R32,63,5,0,48,27,23,13,8,5,5,1,3,48,24,12,14,8,3,7
2005-410,Monte Carlo Masters,Clay,64,M,20050411,49,103819,1,,Roger Federer,R,185,SUI,23.6741957563,1,6515,103602,,,Fernando Gonzalez,R,183,CHI,24.7008898015,26,1200,6-2 6-7(3) 6-4,3,R16,141,9,0,93,52,42,24,15,7,8,6,6,124,76,53,19,15,7,11
2005-410,Monte Carlo Masters,Clay,64,M,20050411,50,104755,,Q,Richard Gasquet,R,185,FRA,18.8145106092,101,420,103786,10,,Nikolay Davydenko,R,178,RUS,23.8576317591,15,1445,4-6 7-5 6-2,3,R16,144,2,7,86,43,31,23,15,3,7,1,5,101,64,34,20,15,6,12
2005-410,Monte Carlo Masters,Clay,64,M,20050411,51,103292,4,,Gaston Gaudio,R,175,ARG,26.3381245722,6,2220,103812,,Q,Victor Hanescu,R,198,ROU,23.7234770705,99,422,6-2 6-0,3,R16,56,2,1,39,23,19,11,7,1,1,1,0,39,34,14,1,7,5,10
2005-410,Monte Carlo Masters,Clay,64,M,20050411,52,104745,11,,Rafael Nadal,L,185,ESP,18.855578371,17,1340,103694,,,Olivier Rochus,R,168,BEL,24.2272416153,42,921,6-1 6-2,3,R16,64,0,1,38,28,22,6,7,2,3,0,2,49,25,10,10,8,3,9
2005-410,Monte Carlo Masters,Clay,64,M,20050411,53,103909,6,,Guillermo Coria,R,175,ARG,23.241615332,9,2045,103252,,,Alberto Martin,R,175,ESP,26.6420260096,57,720,7-6(0) 6-1,3,R16,103,0,1,53,35,26,7,9,1,3,0,2,76,35,20,17,10,6,11
2005-410,Monte Carlo Masters,Clay,64,M,20050411,54,103970,,,David Ferrer,R,175,ESP,23.0253251198,28,1125,103151,,,Mariano Zabaleta,R,183,ARG,27.1156741958,51,790,3-6 1-0 RET,3,R16,45,1,0,26,19,14,4,5,0,1,0,2,37,22,14,11,5,1,1
2005-410,Monte Carlo Masters,Clay,64,M,20050411,55,103835,,,Filippo Volandri,R,183,ITA,23.5975359343,37,940,103264,,,Mariano Puerta,L,180,ARG,26.559890486,48,805,6-7(6) 7-6(3) 6-4,3,R16,169,1,2,105,71,44,25,17,1,5,2,1,119,70,45,27,17,6,11
2005-410,Monte Carlo Masters,Clay,64,M,20050411,56,103507,,WC,Juan Carlos Ferrero,R,183,ESP,25.1608487337,69,535,103498,2,,Marat Safin,R,193,RUS,25.2046543463,4,3390,6-2 6-4,3,R16,98,0,1,66,46,29,11,9,6,8,6,3,70,44,26,7,9,4,9
2005-410,Monte Carlo Masters,Clay,64,M,20050411,57,104755,,Q,Richard Gasquet,R,185,FRA,18.8145106092,101,420,103819,1,,Roger Federer,R,185,SUI,23.6741957563,1,6515,6-7(1) 6-2 7-6(8),3,QF,140,1,3,113,64,37,27,16,4,8,4,1,112,69,45,19,16,2,8
2005-410,Monte Carlo Masters,Clay,64,M,20050411,58,104745,11,,Rafael Nadal,L,185,ESP,18.855578371,17,1340,103292,4,,Gaston Gaudio,R,175,ARG,26.3381245722,6,2220,6-3 6-0,3,QF,62,2,1,40,34,28,4,8,0,0,1,4,42,26,13,6,7,1,5
2005-410,Monte Carlo Masters,Clay,64,M,20050411,59,103909,6,,Guillermo Coria,R,175,ARG,23.241615332,9,2045,103970,,,David Ferrer,R,175,ESP,23.0253251198,28,1125,3-6 6-4 6-3,3,QF,120,2,2,81,53,35,15,14,3,7,1,2,84,61,39,7,14,2,7
2005-410,Monte Carlo Masters,Clay,64,M,20050411,60,103507,,WC,Juan Carlos Ferrero,R,183,ESP,25.1608487337,69,535,103835,,,Filippo Volandri,R,183,ITA,23.5975359343,37,940,6-2 6-3,3,QF,74,0,0,54,40,23,8,8,6,9,0,2,52,33,15,2,9,3,10
2005-410,Monte Carlo Masters,Clay,64,M,20050411,61,104745,11,,Rafael Nadal,L,185,ESP,18.855578371,17,1340,104755,,Q,Richard Gasquet,R,185,FRA,18.8145106092,101,420,6-7(6) 6-4 6-3,3,SF,165,2,3,112,79,44,16,16,9,14,2,1,115,57,31,27,15,5,12
2005-410,Monte Carlo Masters,Clay,64,M,20050411,62,103909,6,,Guillermo Coria,R,175,ARG,23.241615332,9,2045,103507,,WC,Juan Carlos Ferrero,R,183,ESP,25.1608487337,69,535,6-2 7-5,3,SF,94,3,2,58,42,29,7,10,2,4,0,0,60,45,20,8,10,5,10
2005-410,Monte Carlo Masters,Clay,64,M,20050411,63,104745,11,,Rafael Nadal,L,185,ESP,18.855578371,17,1340,103909,6,,Guillermo Coria,R,175,ARG,23.241615332,9,2045,6-3 6-1 0-6 7-5,5,F,189,3,0,120,89,52,17,17,11,16,1,3,110,65,40,17,17,13,20
2005-418,Washington,Hard,48,A,20050801,1,104117,,,Giovanni Lapentti,R,193,ECU,22.5160848734,130,341,103917,,,Nicolas Mahut,R,190,FRA,23.5263518138,172,235,6-2 6-3,3,R64,68,8,1,43,27,23,13,9,0,0,5,4,50,22,17,11,8,1,4
2005-418,Washington,Hard,48,A,20050801,2,104548,,WC,Brian Baker,R,190,USA,20.2546201232,173,235,102730,,Q,Ivo Heuberger,R,188,SUI,29.4483230664,183,221,6-2 6-4,3,R64,83,1,3,59,41,29,10,9,1,1,10,4,64,34,23,15,9,8,11
2005-418,Washington,Hard,48,A,20050801,3,103516,,Q,Nathan Healey,R,180,AUS,25.4264202601,243,151,102571,,,Gregory Carraz,R,190,FRA,30.3134839151,155,275,6-2 6-1,3,R64,46,18,3,35,21,21,8,7,0,0,6,4,50,31,18,5,8,6,11
2005-418,Washington,Hard,48,A,20050801,4,103333,,,Ivo Karlovic,R,208,CRO,26.4229979466,75,525,102202,,,Kenneth Carlsen,L,190,DEN,32.2902121834,53,665,6-3 6-7(5) 6-3,3,R64,110,32,3,88,62,56,15,16,0,0,6,0,80,56,43,16,14,3,5
2005-418,Washington,Hard,48,A,20050801,5,103325,,,Wesley Moodie,R,196,RSA,26.4613278576,113,378,104635,,Q,Robert Smeets,L,188,AUS,19.7234770705,271,131,6-4 7-6(4),3,R64,92,15,3,67,45,39,12,11,2,2,10,6,81,45,38,15,11,6,7
2005-418,Washington,Hard,48,A,20050801,6,102834,,,Paul Goldstein,R,178,USA,28.9911019849,70,551,104268,,,Alejandro Falla,L,185,COL,21.7138945927,297,113,6-3 6-2,3,R64,64,1,0,43,18,15,21,9,0,0,10,3,52,30,18,10,8,6,9
2005-418,Washington,Hard,48,A,20050801,7,104068,,,Robby Ginepri,R,183,USA,22.81724846,60,630,103240,,,Kevin Kim,R,180,USA,27.0171115674,78,511,6-2 6-3,3,R64,72,6,1,61,38,26,14,9,3,4,3,1,52,27,17,9,8,6,10
2005-418,Washington,Hard,48,A,20050801,8,103632,,,Luis Horna,R,180,PER,24.8788501027,62,598,102882,,WC,Mark Philippoussis,R,196,AUS,28.7310061602,208,188,7-5 6-4,3,R64,83,7,1,60,35,31,14,11,1,1,8,2,63,37,28,14,11,2,4
2005-418,Washington,Hard,48,A,20050801,9,103096,,,Arnaud Clement,R,173,FRA,27.6221765914,117,376,102839,,,Nicolas Lapentti,R,188,ECU,28.9664613279,85,469,6-1 3-6 6-3,3,R64,111,10,1,74,44,31,20,13,6,8,8,4,70,41,28,11,12,3,7
2005-418,Washington,Hard,48,A,20050801,10,104180,,,Gilles Muller,L,193,LUX,22.2313483915,59,630,102106,,,Davide Sanguinetti,R,188,ITA,32.9336071184,55,654,6-3 6-4,3,R64,63,9,4,59,31,26,18,10,1,1,6,2,58,38,29,7,9,7,9
2005-418,Washington,Hard,48,A,20050801,11,102035,,,Jonas Bjorkman,R,183,SWE,33.3579739904,99,413,103319,,,Jeff Morrison,R,185,USA,26.4887063655,145,295,6-3 6-4,3,R64,73,6,2,51,26,18,19,9,2,3,7,1,69,41,27,10,10,2,6
2005-418,Washington,Hard,48,A,20050801,12,103484,,,James Blake,R,185,USA,25.5934291581,101,405,103444,,,Jean Rene Lisnard,R,173,MON,25.8507871321,109,389,6-4 6-3,3,R64,83,6,2,79,44,32,17,10,7,9,2,6,57,20,14,17,9,4,8
2005-418,Washington,Hard,48,A,20050801,13,102880,,,Alexander Popp,R,201,GER,28.7392197125,286,122,103451,,,Bjorn Phau,R,175,GER,25.826146475,105,399,7-6(4) 2-6 6-3,3,R64,111,6,9,97,59,43,17,15,8,12,5,3,91,46,29,30,14,6,9
2005-418,Washington,Hard,48,A,20050801,14,101885,,,Wayne Arthurs,L,190,AUS,34.3737166324,77,513,104732,,Q,Phillip Simmonds,R,,USA,19.2060232717,671,25,0-6 6-3 6-1,3,R64,76,9,4,69,37,27,14,11,6,9,5,5,59,31,20,15,11,5,9
2005-418,Washington,Hard,48,A,20050801,15,104035,,WC,Bobby Reynolds,R,183,USA,23.0417522245,157,273,105048,,WC,Alex Clayton,R,183,USA,17.6892539357,1281,3,7-5 6-4,3,R64,87,15,1,60,37,32,16,11,4,4,11,3,77,36,27,22,11,4,6
2005-418,Washington,Hard,48,A,20050801,16,103401,,,Jan Hernych,R,190,CZE,26.0698151951,89,465,102965,,LL,Jamie Delgado,R,178,GBR,28.3641341547,240,153,6-4 6-3,3,R64,72,3,0,48,34,26,8,9,2,3,7,2,70,34,24,14,10,0,4
2005-418,Washington,Hard,48,A,20050801,17,104053,1,,Andy Roddick,R,188,USA,22.9212867899,5,3200,104117,,,Giovanni Lapentti,R,193,ECU,22.5160848734,130,341,6-3 6-4,3,R32,68,8,1,50,37,32,8,10,0,0,4,0,54,40,27,7,9,1,3
2005-418,Washington,Hard,48,A,20050801,18,103428,14,,Juan Ignacio Chela,R,190,ARG,25.9219712526,47,730,104548,,WC,Brian Baker,R,190,USA,20.2546201232,173,235,6-3 6-3,3,R32,75,5,6,59,35,25,15,9,4,4,1,4,63,36,25,8,9,8,11
2005-418,Washington,Hard,48,A,20050801,19,102257,11,,Greg Rusedski,L,193,GBR,31.9014373717,37,913,103516,,Q,Nathan Healey,R,180,AUS,25.4264202601,243,151,7-6(2) 6-2,3,R32,81,9,4,65,34,30,19,10,2,2,12,3,66,40,31,11,10,5,7
2005-418,Washington,Hard,48,A,20050801,20,103333,,,Ivo Karlovic,R,208,CRO,26.4229979466,75,525,103018,7,,Max Mirnyi,R,196,BLR,28.0711841205,31,1070,4-6 6-3 6-4,3,R32,119,18,4,89,56,46,19,15,3,4,10,4,78,40,30,25,14,1,3
2005-418,Washington,Hard,48,A,20050801,21,103325,,,Wesley Moodie,R,196,RSA,26.4613278576,113,378,102450,3,,Tim Henman,R,185,GBR,30.9021218344,13,1580,7-6(4) 7-5,3,R32,106,9,2,67,41,33,16,12,0,1,3,5,88,58,40,14,12,7,9
2005-418,Washington,Hard,48,A,20050801,22,103387,13,,Paradorn Srichaphan,R,185,THA,26.1327857632,42,825,102834,,,Paul Goldstein,R,178,USA,28.9911019849,70,551,6-4 3-6 7-5,3,R32,152,8,4,102,62,41,21,15,9,13,0,3,121,95,57,10,16,13,18
2005-418,Washington,Hard,48,A,20050801,23,104068,,,Robby Ginepri,R,183,USA,22.81724846,60,630,103971,12,,Karol Beck,R,180,SVK,23.3292265572,44,812,6-3 6-4,3,R32,63,8,1,48,30,23,15,9,0,0,5,3,61,30,22,14,10,3,6
2005-418,Washington,Hard,48,A,20050801,24,103632,,,Luis Horna,R,180,PER,24.8788501027,62,598,103103,5,,Dominik Hrbaty,R,183,SVK,27.5728952772,24,1251,6-4 6-7(2) 7-6(4),3,R32,163,14,4,121,74,59,20,17,10,12,13,10,113,78,57,15,17,5,8
2005-418,Washington,Hard,48,A,20050801,25,103096,,,Arnaud Clement,R,173,FRA,27.6221765914,117,376,104171,,LL,Richard Bloomfield,R,185,GBR,22.264202601,315,107,6-2 4-6 7-6(7),3,R32,134,5,3,86,47,41,25,15,2,3,13,6,88,47,38,21,15,2,4
2005-418,Washington,Hard,48,A,20050801,26,104180,,,Gilles Muller,L,193,LUX,22.2313483915,59,630,103454,9,,Nicolas Massu,R,183,CHI,25.8097193703,32,1060,7-6(2) 6-4,3,R32,102,12,1,64,41,35,15,11,0,0,11,4,82,51,38,13,11,5,6
2005-418,Washington,Hard,48,A,20050801,27,102720,16,,Tomas Zib,R,178,CZE,29.5003422313,52,688,102035,,,Jonas Bjorkman,R,183,SWE,33.3579739904,99,413,0-6 6-3 7-5,3,R32,101,7,2,68,37,29,16,13,1,4,14,4,81,41,35,15,14,2,5
2005-418,Washington,Hard,48,A,20050801,28,103484,,,James Blake,R,185,USA,25.5934291581,101,405,103285,4,,Radek Stepanek,R,185,CZE,26.6776180698,18,1435,6-4 2-6 6-4,3,R32,101,11,2,83,51,36,17,14,7,10,10,3,78,53,38,13,14,3,6
2005-418,Washington,Hard,48,A,20050801,29,103206,8,,Sebastien Grosjean,R,175,FRA,27.1759069131,35,970,102880,,,Alexander Popp,R,201,GER,28.7392197125,286,122,6-2 6-3,3,R32,67,5,0,53,22,19,20,9,5,5,1,3,44,26,20,6,8,2,5
2005-418,Washington,Hard,48,A,20050801,30,104607,10,,Tomas Berdych,R,196,CZE,19.871321013,36,941,101885,,,Wayne Arthurs,L,190,AUS,34.3737166324,77,513,6-4 4-6 6-4,3,R32,101,13,5,82,47,41,20,15,6,7,13,10,85,55,47,10,15,3,5
2005-418,Washington,Hard,48,A,20050801,31,104035,,WC,Bobby Reynolds,R,183,USA,23.0417522245,157,273,103672,15,,Ricardo Mello,L,175,BRA,24.6105407255,51,693,6-3 3-6 7-5,3,R32,105,11,1,84,61,46,14,15,1,2,6,2,83,56,41,16,15,0,2
2005-418,Washington,Hard,48,A,20050801,32,103401,,,Jan Hernych,R,190,CZE,26.0698151951,89,465,103063,,LL,Sebastien De Chaunac,R,183,FRA,27.8165639973,254,140,7-6(7) 6-1,3,R32,100,0,2,71,47,29,13,10,3,5,4,1,68,32,17,17,9,2,6
2005-418,Washington,Hard,48,A,20050801,33,104053,1,,Andy Roddick,R,188,USA,22.9212867899,5,3200,103428,14,,Juan Ignacio Chela,R,190,ARG,25.9219712526,47,730,6-4 6-7(4) 6-4,3,R16,128,9,2,89,62,53,17,16,2,2,7,9,115,69,56,21,16,5,7
2005-418,Washington,Hard,48,A,20050801,34,103333,,,Ivo Karlovic,R,208,CRO,26.4229979466,75,525,102257,11,,Greg Rusedski,L,193,GBR,31.9014373717,37,913,7-6(4) 6-2,3,R16,77,14,2,60,39,37,11,10,5,5,7,8,67,41,33,10,10,0,2
2005-418,Washington,Hard,48,A,20050801,35,103387,13,,Paradorn Srichaphan,R,185,THA,26.1327857632,42,825,103325,,,Wesley Moodie,R,196,RSA,26.4613278576,113,378,6-3 7-6(1),3,R16,91,5,2,73,46,33,21,11,4,4,15,4,73,50,35,11,10,3,4
2005-418,Washington,Hard,48,A,20050801,36,103632,,,Luis Horna,R,180,PER,24.8788501027,62,598,104068,,,Robby Ginepri,R,183,USA,22.81724846,60,630,6-4 7-6(8),3,R16,93,13,1,80,51,40,15,11,4,4,15,2,61,42,36,9,11,0,1
2005-418,Washington,Hard,48,A,20050801,37,103096,,,Arnaud Clement,R,173,FRA,27.6221765914,117,376,104180,,,Gilles Muller,L,193,LUX,22.2313483915,59,630,4-6 6-3 6-4,3,R16,119,12,1,90,50,39,22,15,5,7,16,5,82,52,37,14,14,4,7
2005-418,Washington,Hard,48,A,20050801,38,103484,,,James Blake,R,185,USA,25.5934291581,101,405,102720,16,,Tomas Zib,R,178,CZE,29.5003422313,52,688,6-4 2-6 6-4,3,R16,58,6,0,46,25,20,15,9,3,4,2,0,58,36,20,9,9,5,9
2005-418,Washington,Hard,48,A,20050801,39,104607,10,,Tomas Berdych,R,196,CZE,19.871321013,36,941,103206,8,,Sebastien Grosjean,R,175,FRA,27.1759069131,35,970,7-5 6-2,3,R16,85,6,2,60,38,29,12,10,3,4,6,5,67,33,20,17,10,4,8
2005-418,Washington,Hard,48,A,20050801,40,104035,,WC,Bobby Reynolds,R,183,USA,23.0417522245,157,273,103401,,,Jan Hernych,R,190,CZE,26.0698151951,89,465,2-6 6-4 6-3,3,R16,111,3,6,74,44,26,22,13,2,5,5,3,90,61,38,16,14,6,10
2005-418,Washington,Hard,48,A,20050801,41,104053,1,,Andy Roddick,R,188,USA,22.9212867899,5,3200,103333,,,Ivo Karlovic,R,208,CRO,26.4229979466,75,525,6-7(7) 7-5 6-4,3,QF,119,19,3,90,66,57,17,17,0,0,29,4,98,60,50,22,17,5,7
2005-418,Washington,Hard,48,A,20050801,42,103387,13,,Paradorn Srichaphan,R,185,THA,26.1327857632,42,825,103632,,,Luis Horna,R,180,PER,24.8788501027,62,598,6-4 7-5,3,QF,86,11,1,61,35,29,15,11,0,1,6,3,59,35,25,12,11,0,3
2005-418,Washington,Hard,48,A,20050801,43,103484,,,James Blake,R,185,USA,25.5934291581,101,405,103096,,,Arnaud Clement,R,173,FRA,27.6221765914,117,376,6-3 6-2,3,QF,71,8,3,50,27,25,13,9,1,1,2,2,49,21,17,9,8,2,5
2005-418,Washington,Hard,48,A,20050801,44,104607,10,,Tomas Berdych,R,196,CZE,19.871321013,36,941,104035,,WC,Bobby Reynolds,R,183,USA,23.0417522245,157,273,7-6(5) 7-6(9),3,QF,106,14,3,86,52,44,20,12,5,6,15,3,86,51,40,22,12,3,4
2005-418,Washington,Hard,48,A,20050801,45,104053,1,,Andy Roddick,R,188,USA,22.9212867899,5,3200,103387,13,,Paradorn Srichaphan,R,185,THA,26.1327857632,42,825,7-6(4) 6-2,3,SF,82,13,0,48,35,33,11,10,0,0,5,4,76,44,32,15,10,2,4
2005-418,Washington,Hard,48,A,20050801,46,103484,,,James Blake,R,185,USA,25.5934291581,101,405,104607,10,,Tomas Berdych,R,196,CZE,19.871321013,36,941,6-4 6-3,3,SF,68,9,1,53,33,31,11,10,1,1,7,6,65,36,26,14,9,9,11
2005-418,Washington,Hard,48,A,20050801,47,104053,1,,Andy Roddick,R,188,USA,22.9212867899,5,3200,103484,,,James Blake,R,185,USA,25.5934291581,101,405,7-5 6-3,3,F,79,18,0,70,48,35,11,11,3,4,6,0,58,35,26,11,10,3,6
2005-360,Casablanca,Clay,32,A,20050404,1,102720,,,Tomas Zib,R,178,CZE,29.1745379877,77,500,102783,1,,Rainer Schuettler,R,180,GER,28.9418206708,35,945,6-2 6-2,3,R32,77,0,0,54,34,24,10,8,3,4,3,2,64,38,21,9,8,3,8
2005-360,Casablanca,Clay,32,A,20050404,2,103490,,,Santiago Ventura,R,183,ESP,25.2457221081,71,524,102271,,WC,Hicham Arazi,L,175,MAR,31.4579055441,138,321,7-5 6-3,3,R32,85,4,1,71,39,30,20,11,4,5,3,0,69,42,26,14,10,8,11
2005-360,Casablanca,Clay,32,A,20050404,3,103176,,,David Sanchez,R,183,ESP,26.9568788501,105,408,103693,,Q,Thierry Ascione,R,188,FRA,24.2108145106,134,334,7-5 6-4,3,R32,89,2,2,64,36,22,17,11,1,4,1,0,70,55,33,5,11,8,13
2005-360,Casablanca,Clay,32,A,20050404,4,103294,8,,Christophe Rochus,R,170,BEL,26.302532512,65,558,103029,,WC,Mehdi Tahiri,R,183,MAR,27.6851471595,563,38,6-3 6-2,3,R32,78,3,0,49,37,24,5,8,4,7,0,0,53,30,14,8,9,1,8
2005-360,Casablanca,Clay,32,A,20050404,5,103181,,,Jiri Vanek,R,185,CZE,26.945927447,84,459,102148,4,,Fabrice Santoro,R,178,FRA,32.3175906913,48,797,6-4 3-6 6-3,3,R32,113,5,1,87,64,45,10,14,3,7,0,2,81,41,22,22,14,4,9
2005-360,Casablanca,Clay,32,A,20050404,6,104468,,Q,Gilles Simon,R,183,FRA,20.2683093771,119,355,104076,,,Jose Acasuso,R,190,ARG,22.4558521561,66,551,6-3 3-6 6-3,3,R32,110,2,2,79,48,32,19,14,5,8,6,3,94,51,33,20,13,8,12
2005-360,Casablanca,Clay,32,A,20050404,7,104338,,,Juan Monaco,R,185,ARG,21.015742642,101,419,102106,,,Davide Sanguinetti,R,188,ITA,32.6078028747,78,482,7-6(5) 6-4,3,R32,92,1,2,72,41,28,18,11,6,8,2,0,73,30,22,22,11,4,7
2005-360,Casablanca,Clay,32,A,20050404,8,104252,5,,Florian Mayer,R,190,GER,21.4976043806,46,839,102539,,,Bohdan Ulihrach,R,188,CZE,30.1108829569,107,401,6-2 6-1,3,R32,43,2,0,41,33,28,5,8,0,0,2,1,50,38,20,3,7,4,8
2005-360,Casablanca,Clay,32,A,20050404,9,103264,6,,Mariano Puerta,L,180,ARG,26.5407255305,59,635,102494,,,Tomas Behrend,R,193,GER,30.3107460643,112,382,6-4 6-1,3,R32,61,5,0,45,29,23,14,9,0,0,3,2,50,31,22,6,8,2,5
2005-360,Casablanca,Clay,32,A,20050404,10,104597,,,Nicolas Almagro,R,183,ESP,19.6194387406,98,421,102694,,,Lars Burgsmuller,R,183,GER,29.3278576318,87,453,6-2 6-2,3,R32,52,7,1,56,32,25,10,8,4,5,0,2,42,22,11,7,8,2,7
2005-360,Casablanca,Clay,32,A,20050404,11,102967,,Q,Marc Gicquel,R,188,FRA,28.0136892539,150,295,103455,,Q,Michal Mertinak,R,180,SVK,25.4811772758,166,274,1-6 7-5 6-4,3,R32,122,2,1,89,61,43,11,14,3,7,4,4,93,61,41,15,15,6,10
2005-360,Casablanca,Clay,32,A,20050404,12,103096,,,Arnaud Clement,R,173,FRA,27.2963723477,111,388,103632,3,,Luis Horna,R,180,PER,24.553045859,44,845,7-5 6-2,3,R32,80,4,5,63,36,25,14,10,2,4,1,3,55,35,18,9,10,5,10
2005-360,Casablanca,Clay,32,A,20050404,13,104180,7,,Gilles Muller,L,193,LUX,21.9055441478,64,566,103444,,,Jean Rene Lisnard,R,173,MON,25.5249828884,93,437,7-5 6-2,3,R32,72,4,3,57,32,25,15,10,1,2,0,13,68,31,23,15,10,8,12
2005-360,Casablanca,Clay,32,A,20050404,14,104386,,,Janko Tipsarevic,R,180,SRB,20.7830253251,94,432,103133,,,Olivier Mutis,R,175,FRA,27.1676933607,125,345,7-5 6-3,3,R32,75,2,0,60,28,21,19,11,2,4,3,2,80,47,29,15,10,7,11
2005-360,Casablanca,Clay,32,A,20050404,15,103813,,,Jarkko Nieminen,L,185,FIN,23.6988364134,123,347,103812,,,Victor Hanescu,R,198,ROU,23.704312115,97,422,6-3 7-6(2),3,R32,87,2,1,64,45,32,10,10,4,6,1,2,83,58,34,11,11,11,15
2005-360,Casablanca,Clay,32,A,20050404,16,103835,2,,Filippo Volandri,R,183,ITA,23.5783709788,42,890,101962,,WC,Younes El Aynaoui,R,193,MAR,33.5605749487,655,25,6-3 7-6(5),3,R32,130,0,2,67,49,32,11,10,3,5,1,2,110,70,40,18,11,9,13
2005-360,Casablanca,Clay,32,A,20050404,17,102720,,,Tomas Zib,R,178,CZE,29.1745379877,77,500,103490,,,Santiago Ventura,R,183,ESP,25.2457221081,71,524,6-4 6-1,3,R16,67,3,2,51,27,20,13,9,1,3,4,4,47,28,15,6,8,0,5
2005-360,Casablanca,Clay,32,A,20050404,18,103294,8,,Christophe Rochus,R,170,BEL,26.302532512,65,558,103176,,,David Sanchez,R,183,ESP,26.9568788501,105,408,7-5 4-6 6-3,3,R16,132,3,0,94,55,37,18,16,8,14,2,7,113,56,36,22,15,5,12
2005-360,Casablanca,Clay,32,A,20050404,19,104468,,Q,Gilles Simon,R,183,FRA,20.2683093771,119,355,103181,,,Jiri Vanek,R,185,CZE,26.945927447,84,459,6-4 3-6 6-3,3,R16,135,4,2,98,63,38,18,14,4,8,8,4,108,61,38,21,14,8,13
2005-360,Casablanca,Clay,32,A,20050404,20,104338,,,Juan Monaco,R,185,ARG,21.015742642,101,419,104252,5,,Florian Mayer,R,190,GER,21.4976043806,46,839,7-6(4) 6-0,3,R16,78,2,0,54,38,26,11,9,0,1,1,3,72,37,22,16,9,4,8
